epoch,train_loss,eval_loss,eval_top1,eval_top5
0,6.934664331949675,6.951673313903808,0.098,0.5
1,6.779285091620225,6.944066926116943,0.098,0.502
2,6.506201569850628,6.938832445983887,0.096,0.502
3,6.294415042950557,6.937492605133056,0.106,0.506
4,6.1407723885316114,6.9404116860961915,0.112,0.514
5,5.997134529627287,6.9461179711914065,0.108,0.514
6,5.859765859750601,6.95131129776001,0.11,0.554
7,5.724519610404968,6.944094623260498,0.168,0.706
8,5.607898959746728,6.911143483734131,0.214,0.868
9,5.525089007157546,6.846803979949951,0.27,1.014
10,5.459764278852022,6.748828806304932,0.362,1.322
11,5.37816164126763,6.624208202667236,0.49,2.1059999999427794
12,5.333209890585679,6.478538931732178,0.74,3.288000001449585
13,5.281302873904888,6.323922239532471,1.2659999999809266,5.016000000152588
14,5.2352220461918755,6.163736267395019,2.205999999961853,7.2299999984741214
15,5.199467613146855,6.006148800201416,3.269999999961853,9.979999998321533
16,5.145487391031706,5.855747776641846,4.385999999961853,12.655999999084473
17,5.116122915194585,5.721381999969482,5.39799999994278,15.016000004577636
18,5.071034596516536,5.610083963165283,6.1040000006866455,16.934000001220703
19,5.052904596695533,5.515443212585449,6.6840000010681155,18.43600000274658
20,5.019438679401691,5.44123431564331,7.058000000686645,19.45799999908447
21,4.9982796632326565,5.379498787536621,7.425999999008178,20.229999995422364
22,4.9837902050751905,5.329895387573242,7.690000002593994,20.965999998168947
23,4.936600960217989,5.276036867980957,8.028000002136231,21.790000004882813
24,4.925982942947974,5.208729315338135,8.607999999694824,22.966000001831055
25,4.912006644102243,5.128947023773193,9.35200000076294,24.38400000366211
26,4.884867603962238,5.036027698516846,10.289999995422363,26.196000005493165
27,4.87404846228086,4.926045326385498,11.460000006103515,28.30799999328613
28,4.84818355853741,4.799436728668213,12.942000002746582,30.681999984130858
29,4.842987161416274,4.644537872314453,14.755999996948242,33.87400001342773
30,4.811050020731413,4.480560921936035,16.840000002441407,37.04800001586914
31,4.808638068345877,4.304699335784912,19.06799998901367,40.478000006103514
32,4.779459118843079,4.114042254867554,21.71200000671387,44.42599999755859
33,4.782516433642461,3.9191081063842774,24.454000002441408,48.167999981689455
34,4.756241798400879,3.7304413817596433,27.081999990234376,51.77399999145508
35,4.756517446958101,3.5472815855407713,29.859999998779298,55.098
36,4.756751858271086,3.364507670211792,32.83200001586914,58.44199999267578
37,4.731543825222896,3.1952829921722414,35.60800000732422,61.49200002441406
38,4.727297654518714,3.034059688034058,38.19600002563477,64.26800000976563
39,4.709458617063669,2.882772560424805,40.74400000976563,66.81599997558594
40,4.692272974894597,2.743515648422241,42.89799999755859,69.10600001953125
41,4.698475681818449,2.6202225004577637,45.01200001098633,71.18399996337891
42,4.694585745151226,2.508442918548584,46.99200000610352,72.95400000976562
43,4.677318985645588,2.410956937942505,48.777999993896486,74.42999995605469
44,4.680937794538645,2.324521311035156,50.43199998901367,75.77200002685547
45,4.671655123050396,2.247888536834717,51.68399998657227,76.88600001953125
46,4.638317979299105,2.1810603186035156,52.856000006103514,77.76600001708984
47,4.644388198852539,2.1214089110946657,53.9320000012207,78.60000001464844
48,4.643631953459519,2.068936908416748,54.937999976806644,79.37600001220703
49,4.633560740030729,2.0243964505767824,55.752000025634764,80.03000003662109
50,4.600320375882662,1.9858020537567138,56.539999997558596,80.57600000976562
51,4.6184644515697775,1.9509675708007812,57.15599999877929,81.0520000390625
52,4.599095041935261,1.9211455783081055,57.592000001220704,81.45000003662109
53,4.602688734348003,1.893472791481018,58.06599997436523,81.82400000976563
54,4.592351198196411,1.869264524154663,58.57199997314453,82.13599998291015
55,4.610569330362173,1.8479390562057496,59.02999999755859,82.44800000732423
56,4.586689114570618,1.829249161567688,59.34199997070313,82.73200003173828
57,4.5718426154210015,1.8122044923782348,59.605999970703124,82.94000002929687
58,4.562569168897776,1.7965764704132081,59.849999970703124,83.15600002929688
59,4.566653361687293,1.7826724137878418,60.123999970703125,83.33000002929687
60,4.563540467849145,1.7701750747680665,60.38599999511719,83.47000005371093
61,4.544029978605417,1.7587938988876344,60.633999963378905,83.596
62,4.541883899615361,1.7482179273223877,60.82599998779297,83.706
63,4.556806280062749,1.7387705278015138,61.04400001464844,83.812000078125
64,4.53123167844919,1.7297303118515015,61.17599998779297,83.97000005371093
65,4.524660449761611,1.7210446030807496,61.35400001220703,84.05200002929688
66,4.533433373157795,1.7130421659088135,61.52799998779297,84.17800002929687
67,4.525472402572632,1.7050022249984742,61.68400001464844,84.29600002929688
68,4.522982239723206,1.6978866607284546,61.74200001708984,84.37800002929687
69,4.523819996760442,1.6908451960372926,61.86400004150391,84.48000002929687
70,4.500446924796472,1.684408080368042,62.00200001464844,84.59600002929687
71,4.520419817704421,1.6782290546798706,62.116000014648435,84.68000005371094
72,4.502996467627012,1.6720976343536378,62.17999999023438,84.73400002685547
73,4.4849509092477655,1.666284633102417,62.28200001464844,84.84400002685547
74,4.480961859226227,1.6609721484375,62.39200001464844,84.92400002441406
75,4.4683889884215136,1.6556605237197877,62.49999998779297,84.99600002441406
76,4.459175357451806,1.6505704954528808,62.61600001220703,85.07200002441407
77,4.4764858942765455,1.645809563407898,62.72800001220703,85.152
78,4.483993823711689,1.6413002652740478,62.843999985351566,85.26000002441407
79,4.447565188774695,1.636613505935669,62.919999982910156,85.336
80,4.473137672130878,1.632158899269104,62.977999982910156,85.39800002685547
81,4.457805110858037,1.6276769631958008,63.07199998291016,85.424
82,4.446869020278637,1.6232980437088014,63.11599995605469,85.48600002441407
83,4.459309857625228,1.6189316956710815,63.29600000732422,85.55200002441406
84,4.443963734003214,1.6146353049087525,63.437999982910156,85.61600002441406
85,4.435040299709026,1.6107220761108398,63.53200001220703,85.70800005126954
86,4.450032986127413,1.6069881549453735,63.61799998535156,85.77200002441407
87,4.426058888435364,1.6032884128189087,63.68999998046875,85.85200002685546
88,4.428489602529085,1.599355120201111,63.78999998046875,85.868
89,4.427188423963694,1.5957452210998535,63.84399998046875,85.94400004882813
90,4.421226583994352,1.5921593318557739,63.87799998046875,85.99200002441407
91,4.428795328507056,1.5884090432739257,63.960000004882815,86.05000004882812
92,4.416945805916419,1.5848720525741578,64.02999997802735,86.07600004882812
93,4.420877520854656,1.5815793981170654,64.05799995361328,86.09400002441406
94,4.424519217931307,1.578622892074585,64.10599995605469,86.15200002441406
95,4.396460826580341,1.5755734844970704,64.1279999560547,86.20200004882813
96,4.40073822094844,1.5726161671829224,64.17799997802734,86.23800004882813
97,4.3901080168210544,1.5698344122314454,64.2840000024414,86.25600004882813
98,4.401222022680136,1.5671353344726562,64.32000002685547,86.30000004882812
99,4.38123345375061,1.5641213374710083,64.41400000244141,86.35800004882813
100,4.3789653686376715,1.561341632156372,64.43200002685546,86.42400002441406
101,4.377241987448472,1.5585337100601195,64.53600000244141,86.45600004882813
102,4.3941924296892605,1.555909502029419,64.60000002685547,86.47600001953126
103,4.384777610118572,1.5533236853408814,64.65000005126953,86.48200002197265
104,4.362916157795833,1.550591233062744,64.724,86.52800001953125
105,4.355437466731439,1.547938681716919,64.82600002685547,86.58400001953125
106,4.366840247924511,1.5452919718933105,64.88400002929687,86.61800001953125
107,4.364942481884589,1.5424112314605714,64.91400005371094,86.71600001953125
108,4.3648922718488254,1.5396666627120972,64.96200005126953,86.68999999023437
109,4.354937154513139,1.537039143562317,65.01000005126953,86.73400006835938
110,4.350784100019014,1.534412519302368,65.03000002441406,86.79800006835937
111,4.360625858490284,1.5316414864349366,65.06400002441406,86.81600006835937
112,4.3414902824621935,1.5291574699020385,65.09200005371093,86.8660000439453
113,4.339605615689204,1.526539950027466,65.162,86.85799999023438
114,4.3294913447820225,1.5243619627380371,65.25000002685547,86.85199999023438
115,4.323057912863218,1.5217728259658814,65.37800000244141,86.90400001464843
116,4.323376903167138,1.5191269096755982,65.46200002685546,86.95200006835937
117,4.3409865360993605,1.5164716931533813,65.51999997558593,86.95600006835937
118,4.321905209467961,1.5141267084503174,65.56999997558594,87.0000000439453
119,4.308575996985803,1.5119452097320556,65.622,87.03000004150391
120,4.3179157834786634,1.5098559380340577,65.68200002441407,87.0200000415039
121,4.324073360516475,1.5078346145248414,65.73000002685546,87.0820000390625
122,4.306056380271912,1.505706745147705,65.76400004882812,87.1660000390625
123,4.3071430784005384,1.5030886179733276,65.79600004882812,87.21600001220703
124,4.313130676746368,1.500937493095398,65.83600001953126,87.25400001220703
125,4.3165275775469265,1.4986698610305786,65.89799999511719,87.29200001220703
126,4.305570749136118,1.4966404414749146,65.89999999511718,87.32000001220703
127,4.2949547584240255,1.494276721572876,65.90399999267578,87.36400003662109
128,4.282483087136195,1.492412649230957,66.00600001708985,87.35400003662109
129,4.266984196809622,1.4903034967422486,66.10199999267579,87.40200003662109
130,4.287155596109537,1.4884445454788209,66.09600001708985,87.39000003662109
131,4.281906343423403,1.4864071659088134,66.1520000439453,87.43000006103516
132,4.275027568523701,1.4846505026245118,66.20000004394531,87.51800006103515
133,4.277018166505373,1.482459373550415,66.21800001953125,87.54000006103516
134,4.282586831312913,1.4804269470214844,66.25800004638671,87.56000006103515
135,4.277600627679091,1.4782601359939576,66.40200004638672,87.59600006103516
136,4.257970777841715,1.4758841184997558,66.43600004394531,87.62600006103516
137,4.270110552127544,1.473808959388733,66.52000001953125,87.6480000366211
138,4.261822581291199,1.4719635025024413,66.54800001953124,87.6920000366211
139,4.257163680516756,1.4700999265289307,66.58400001953125,87.72400003662109
140,4.246310463318458,1.4681482772827148,66.62800001953126,87.76000000976562
141,4.2485638581789456,1.4663604814910889,66.74400001708985,87.7400000366211
142,4.242876474673931,1.4645075926971436,66.74000004394532,87.79000001220703
143,4.2393989608838005,1.4628479725265502,66.77600001708984,87.7940000366211
144,4.240748029488784,1.4611027074813843,66.86000001708985,87.84000003662109
145,4.236551596568181,1.4590557000732423,66.91800004394531,87.8800000366211
146,4.228118804784922,1.4572775902938844,66.94600004394532,87.89000003662109
147,4.23743585898326,1.455672307281494,66.92000004394531,87.92600003662109
148,4.244705557823181,1.4534858052444457,66.95000004394531,87.93400001220704
149,4.228317558765411,1.4515057115936278,66.96800001953125,87.98600001220703
150,4.205710012179154,1.4496755673217774,67.01800001953124,88.03000001220703
151,4.227795490851769,1.4481661422348022,67.07800004394531,88.02600001220704
152,4.221476536530715,1.446292405357361,67.10000004394531,88.09800001220704
153,4.223033249378204,1.4444937962341309,67.1100000439453,88.15800001220703
154,4.209242472281823,1.4427372020721436,67.15000001708984,88.14400001220703
155,4.194027974055364,1.4408259707260131,67.19800001708984,88.15800001220703
156,4.199697288183065,1.4389065924835205,67.19400004394531,88.16000001220704
157,4.191857296686906,1.4370850784301759,67.22800001464844,88.1700000390625
158,4.180743978573726,1.4351241923904419,67.29000001464844,88.2160000390625
159,4.200490956123058,1.4331214838409423,67.31200001464843,88.2340000390625
160,4.185802835684556,1.4312625984191893,67.36799999023438,88.26600001220703
161,4.188091979576991,1.4294529544067383,67.39999999023438,88.29199998535157
162,4.200848813240345,1.427601581993103,67.48000001464844,88.31999998535156
163,4.158768516320449,1.4258402347564698,67.51600001464844,88.31399998535156
164,4.16331424162938,1.4242330876541138,67.54199999023437,88.31199998535156
165,4.170482878501598,1.4220639916992188,67.61399999023438,88.31599998535157
166,4.168479084968567,1.420067042427063,67.65600001464844,88.38999998535157
167,4.164555898079505,1.4179600303649902,67.66799998779297,88.40799998535157
168,4.160809979988978,1.416249793548584,67.61799998779297,88.44199998535156
169,4.161264135287358,1.4144142338562011,67.65200001464844,88.4380000390625
170,4.165702801484328,1.41247045753479,67.70999998779297,88.4700000390625
171,4.171725672024947,1.4104451370620728,67.73199998779297,88.4980000366211
172,4.166134788439824,1.4085525256347655,67.77199998779297,88.53400000976562
173,4.151783113296215,1.4069874887466431,67.83200001464844,88.52799998535156
174,4.156822681427002,1.4052756501770018,67.84000001464844,88.53400006347657
175,4.146160992292257,1.4033604344558717,67.89800001464843,88.5480000390625
176,4.155221292605767,1.4014104374313354,68.03000001464844,88.5680000390625
177,4.125898847213159,1.3994351710128785,68.07600001464844,88.5860000390625
178,4.121419883691347,1.3978789184951783,68.11200001464844,88.6280000390625
179,4.132501162015474,1.3961766316986084,68.13000001464843,88.70399998535156
180,4.11829379430184,1.3945503689575196,68.18000001464844,88.69799998535156
181,4.139235629485204,1.3929063128280639,68.19400001464844,88.73800006347656
182,4.129439739080576,1.3910179127502442,68.21600001464844,88.7600000390625
183,4.102562280801626,1.3892350027847291,68.23400001464844,88.8060000390625
184,4.118512538763193,1.3876662378692628,68.29800001464844,88.87800004150391
185,4.094321104196402,1.386028981819153,68.27800001708984,88.87800001464844
186,4.121083177053011,1.3843262619400025,68.32400001708984,88.90600001464844
187,4.092808086138505,1.3826659256362914,68.41799999023438,88.90200001464844
188,4.121695601023161,1.3811966632843018,68.44600004150391,88.94400001464844
189,4.0961449925716105,1.3794956999206542,68.50000004150391,88.9700000390625
190,4.1015650905095615,1.3778482155990601,68.50600001708985,88.9939999609375
191,4.08153779231585,1.376127466583252,68.52599999267578,89.0219999609375
192,4.095951268306146,1.3744426293945313,68.53599999267578,89.0479999609375
193,4.0912544543926535,1.3725974817657471,68.60599999267578,89.09199998535156
194,4.072596251964569,1.371157505569458,68.67600001953124,89.11999998535157
195,4.065315562945146,1.3696767715835572,68.72400001953125,89.15999998535156
196,4.06268199132039,1.3680525947952271,68.76600002197266,89.16199998535156
197,4.079228405769054,1.3661698386383057,68.79399999511719,89.14799998535156
198,4.069829285144806,1.3644344556808472,68.84400001953125,89.15999998535156
199,4.051520443879641,1.3629135154724121,68.86800001953125,89.14999998535156
200,4.0620878247114325,1.3615080573272704,68.8720000439453,89.13799998535156
201,4.063797304263482,1.3599931776046752,68.94400001464844,89.15399998535156
202,4.046864871795361,1.3582197010803223,68.95200004150391,89.20000001220703
203,4.046482118276449,1.356553794670105,69.00400001464844,89.2200000390625
204,4.044811445933122,1.3549505806732178,69.0520000415039,89.25200001220703
205,4.025507257534907,1.35329196018219,69.03800001464843,89.26600006347657
206,4.028530574761904,1.3515195310974122,69.1060000415039,89.28000006347656
207,4.029053834768442,1.3496785232162476,69.1260000415039,89.30800006347656
208,4.03509140931643,1.3481134004974364,69.13400004150391,89.34199998535156
209,4.0288046002388,1.3465090071105956,69.18400004150391,89.33799998535156
210,4.032618967386393,1.3448174407577516,69.2160000415039,89.38399998535156
211,4.008992983744695,1.3431776288986206,69.2340000415039,89.40199998535157
212,4.015379346334017,1.3415989367294312,69.30200001708984,89.40400000976562
213,4.0039695501327515,1.3400007794952393,69.32400004150391,89.40399998535156
214,4.000830480685601,1.3385075176620482,69.3680000415039,89.41399998535157
215,4.014191920940693,1.3367751708984374,69.4100000415039,89.48000000976562
216,4.000544924002427,1.3351102829742432,69.40800001708985,89.50000000976563
217,4.006615267350123,1.3335827077102662,69.42600001708985,89.48400000976562
218,4.0048546974475565,1.3320215159988402,69.45599999511718,89.50000000976563
219,3.9996340228961063,1.3307873649597168,69.50199999511719,89.51800000976563
220,3.9899798815066996,1.3290685620117189,69.58999999511718,89.55600003417969
221,3.966981067107274,1.327320590133667,69.60599999511719,89.56800000976563
222,3.9670452017050524,1.32556737449646,69.64999999267579,89.61200003417969
223,3.986417224773994,1.3238673386383057,69.66599999267578,89.62200003417969
224,3.9857188279812155,1.3222627111053467,69.70599999267579,89.6520000341797
225,3.968032039128817,1.3207339889907836,69.74000001708984,89.66800005859375
226,3.974641909966102,1.319198295059204,69.80599998779297,89.71400005859375
227,3.959745086156405,1.3176991511535645,69.84800001220704,89.70000005859374
228,3.9462264455281773,1.3162314793395997,69.85800000976562,89.72999998046875
229,3.961287172941061,1.314730964126587,69.91800000976562,89.73399998046875
230,3.933508125635294,1.3131256408309937,69.95200000976563,89.77199998046875
231,3.949683501170232,1.3116357237625123,69.99599998535156,89.80599998046875
232,3.952801438478323,1.3103069956588744,70.03999998535156,89.79199998046874
233,3.9557297275616574,1.3089262883758546,70.08599998535156,89.80399998046875
234,3.9426687222260695,1.307558790473938,70.11599998535156,89.82400000488282
235,3.9416770063913784,1.3061921644592285,70.2040000366211,89.84400000488282
236,3.915813927467053,1.3046185817337037,70.18800000976563,89.85800000488281
237,3.9260158859766445,1.303284704246521,70.24200003417968,89.91200002929688
238,3.909908739420084,1.3019500902175902,70.28800000976563,89.94600002929687
239,3.9268016402538004,1.300741981010437,70.30200000976562,89.95000002929687
240,3.91079102571194,1.2992605960464478,70.30800003417968,89.96400002929687
241,3.921255350112915,1.2977824922943115,70.31000003662109,90.01000002929688
242,3.8898396583703847,1.2963344458007813,70.3320000366211,90.01000002929688
243,3.8868097112729,1.2949457916641236,70.34800003662109,90.02000002929688
244,3.9032471500910244,1.2934727186203003,70.4140000341797,90.04000002929688
245,3.8956311711898217,1.2921192986297607,70.4260000341797,90.06400002929688
246,3.902839252581963,1.2907752667236327,70.45800003417969,90.06000000488281
247,3.8948293924331665,1.2896710802459717,70.48200003417969,90.10600002929688
248,3.888607919216156,1.2883560609436036,70.5480000341797,90.11000002929687
249,3.8588218826514025,1.2872053199005127,70.54000003417968,90.10200002929687
250,3.88694552733348,1.2860956022644043,70.55000003417969,90.09800002929687
251,3.901351410609025,1.2847788642501832,70.58000000732422,90.11600002929687
252,3.854531521980579,1.2834471324157715,70.63800000732422,90.13600002929688
253,3.880934843650231,1.2821852617645264,70.65799998046874,90.15000000488281
254,3.882845401763916,1.2807987437820434,70.71999998046876,90.14800000488282
255,3.873372045847086,1.2796257391357422,70.75600000488281,90.16000002929688
256,3.8641464297588053,1.2784114247512817,70.77200000488281,90.18200002929687
257,3.8627535700798035,1.2771769469833374,70.76399998046875,90.21400002929687
258,3.8590723184438853,1.276275982131958,70.80800000488281,90.23800002929687
259,3.847565307066991,1.2753496244430542,70.82000000488281,90.24600002929688
260,3.8461055022019606,1.2743899575805664,70.87800000488281,90.28200002929688
261,3.847329245163844,1.273310443687439,70.93199997802735,90.29199997558594
262,3.8427065931833706,1.2723174373245238,70.96199997802735,90.30200005371094
263,3.8442621735426097,1.2714557466506957,70.99399997802735,90.32200005371094
264,3.830366217173063,1.2702991817855835,71.02399997802735,90.34599997558594
265,3.826738577622634,1.2693067598724366,71.08599997802735,90.35199997558594
266,3.8443093299865723,1.2682552770996094,71.13599997802734,90.35199997558594
267,3.8168186178574195,1.2672881387329102,71.11399997802734,90.35399997558594
268,3.8205902530596805,1.266448157272339,71.14199995117187,90.32799995117188
269,3.8175126818510203,1.265499807472229,71.16999997802735,90.35599995117188
270,3.862967073917389,1.2648352607727051,71.21399997802735,90.35399995117187
271,3.83220720749635,1.2639997220230104,71.22199997802734,90.36999997802734
272,3.806792112497183,1.2635405947113036,71.22599995117187,90.37599997802734
273,3.834197929272285,1.2629320830917359,71.25199995117187,90.37999997802734
274,3.817198180235349,1.2621216859817506,71.28599995117187,90.39599997802735
275,3.808887403744918,1.2612964493560792,71.29999995117187,90.41599997802734
276,3.8193397292724023,1.2608009909057618,71.33199995117188,90.43399997802734
277,3.819645248926603,1.2600497673797608,71.34999995117188,90.46399997802735
278,3.795295875806075,1.2594568181610108,71.35599997802734,90.47999997802734
279,3.8254149005963254,1.2588498217773438,71.37200000244141,90.49199997802734
280,3.8279767219836893,1.2583606866836547,71.38599997558593,90.4840000024414
281,3.80579444536796,1.2578795798110962,71.40800002929687,90.4800000024414
282,3.80399227142334,1.257381149597168,71.40200000244141,90.50600000244141
283,3.7890612116226783,1.2568671272659302,71.40000002685547,90.49800002929688
284,3.803536694783431,1.2563905207443238,71.44400002685546,90.5020000024414
285,3.799661778486692,1.2558569157028199,71.448,90.53399997558594
286,3.7874520237629232,1.2552484492111207,71.462,90.52999997558594
287,3.797000128489274,1.2548019171905518,71.48799997314453,90.52000005371094
288,3.7811990701235256,1.2543757822418213,71.482,90.52600005371093
289,3.793369242778191,1.253922589302063,71.486,90.55000005371093
290,3.7842643673603353,1.253795968132019,71.518,90.55200005371094
291,3.793190007026379,1.2535673599243164,71.532,90.56600002929687
292,3.778887629508972,1.2532758111953735,71.556,90.57400002929687
293,3.776826019470508,1.2529893241119385,71.57,90.57200002929687
294,3.7929174166459303,1.2525674753189087,71.566,90.55800002929688
295,3.7985538106698256,1.2524398872375488,71.592,90.57800002929687
296,3.786574221574343,1.2522628784179688,71.604,90.58200002929688
297,3.7824389980389523,1.2521707902526855,71.62,90.58000002929687
298,3.782496126798483,1.2519990601730346,71.622,90.57000002929688
299,3.780700844067794,1.2519020486831665,71.614,90.56000000488281
300,3.768560657134423,1.2515326118850707,71.616,90.58000000488282
301,3.7824059312160196,1.2514858638763429,71.646,90.57800000488281
302,3.773080147229708,1.2512236137771606,71.622,90.58999998046875
303,3.7957005088145914,1.2511210176849366,71.636,90.57799998046875
304,3.7864275666383596,1.2508804987335205,71.642,90.58599998046876
305,3.791751476434561,1.2505213276290894,71.632,90.59799998046876
306,3.7945617804160485,1.2503238789367677,71.64799997314454,90.60199998046875
307,3.7841448050278883,1.2502321058654786,71.63199997314453,90.58799998046875
308,3.7677245873671312,1.2499409689712524,71.632,90.60599998046875
309,3.7866899646245518,1.2497758096313476,71.658,90.60399998046876
